tournament,round,date,team1_player1,team1_player2,team2_player1,team2_player2,team1_sets,team2_sets
2023 PPA OGIO Newport Beach Shootout,Round 16,2023-04-23,Smith P.,Stone W.,Whitehead G.,Tardio G.,1,2
2023 PPA OGIO Newport Beach Shootout,Round 16,2023-04-23,Johns C.,Johns B.,Newell B.,Locklear P.,0,2
2023 PPA OGIO Newport Beach Shootout,Round 16,2023-04-23,Dawson C.,Loong T.,Neumann A.,Cassidy R.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Tellez P.,Staksrud F.,Loyd M.,Montoya N.,2,1
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Ignatowich J.,McGuffin T.,Khazaeli M.,Alves S.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Neumann A.,Cassidy R.,Taylor Z.,Nemoff C.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Dawson C.,Loong T.,Mccollin N.,Beasley N.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Patriquin H.,Garnett C.,Pailet E.,Warnick J.,0,2
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Navratil Z.,Young D.,Mcauley D.,Hutchins R.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Teoni P.,Johnson C.,Tamanaha W.,Kojima B.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Wright M.,Newman R.,Ortega K.,Garza N.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Rettenmaier T.,Arnold J.,Diefenbach D.,Gilbert R.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Lange E.,Devilliers J.,Mcmakin K.,Estareja R.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Hewett R.,Alshon C.,Link G.,Doerner S.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Johnson J.,Frazier D.,Anderson M.,Ouye A.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Smith S.,Fought T.,Whitehead G.,Tardio G.,0,2
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Smith P.,Stone W.,Kawka P.,Finley R.,2,1
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Newell B.,Locklear P.,Baca M.,Shearer D.,2,0
2023 PPA OGIO Newport Beach Shootout,Round 32,2023-04-23,Johns C.,Johns B.,Feliz A.,Stith M.,2,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Finals,2023-04-23,Ignatowich J.,McGuffin T.,Navratil Z.,Young D.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Semi-Finals,2023-04-23,Navratil Z.,Young D.,Dawson C.,Loong T.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Semi-Finals,2023-04-23,Newell B.,Locklear P.,Ignatowich J.,McGuffin T.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Quarter Finals,2023-04-23,Dawson C.,Loong T.,Hewett R.,Alshon C.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Quarter Finals,2023-04-23,Navratil Z.,Young D.,Tamanaha W.,Kojima B.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Quarter Finals,2023-04-23,Lange E.,Devilliers J.,Ignatowich J.,McGuffin T.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Quarter Finals,2023-04-23,Newell B.,Locklear P.,Smith S.,Fought T.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 16,2023-04-23,Hewett R.,Alshon C.,Rettenmaier T.,Arnold J.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 16,2023-04-23,Tamanaha W.,Kojima B.,Mcauley D.,Hutchins R.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 16,2023-04-23,Teoni P.,Johnson C.,Smith S.,Fought T.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 16,2023-04-23,Link G.,Doerner S.,Ignatowich J.,McGuffin T.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Rettenmaier T.,Arnold J.,Khazaeli M.,Alves S.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Hewett R.,Alshon C.,Mccollin N.,Beasley N.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Smith P.,Stone W.,Mcauley D.,Hutchins R.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Johns C.,Johns B.,Tamanaha W.,Kojima B.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Ignatowich J.,McGuffin T.,Mcmakin K.,Estareja R.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Neumann A.,Cassidy R.,Link G.,Doerner S.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Pailet E.,Warnick J.,Smith S.,Fought T.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 32,2023-04-23,Teoni P.,Johnson C.,Feliz A.,Stith M.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Khazaeli M.,Alves S.,Loyd M.,Montoya N.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Mccollin N.,Beasley N.,Taylor Z.,Nemoff C.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Mcauley D.,Hutchins R.,Patriquin H.,Garnett C.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Ortega K.,Garza N.,Tamanaha W.,Kojima B.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Mcmakin K.,Estareja R.,Diefenbach D.,Gilbert R.,1,0
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Anderson M.,Ouye A.,Link G.,Doerner S.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Kawka P.,Finley R.,Smith S.,Fought T.,0,1
2023 PPA OGIO Newport Beach Shootout,Consolation Bracket Round 64,2023-04-23,Feliz A.,Stith M.,Baca M.,Shearer D.,1,0
2023 PPA OS1st North Carolina Open,Finals,2023-05-07,Wright M.,Newman R.,Johnson J.,Frazier D.,3,0
2023 PPA OS1st North Carolina Open,Bronze Medal Match,2023-05-07,Rettenmaier T.,Deakin S.,Devilliers J.,Young D.,2,0
2023 PPA OS1st North Carolina Open,Semi-Finals,2023-05-07,Johnson J.,Frazier D.,Devilliers J.,Young D.,2,0
2023 PPA OS1st North Carolina Open,Semi-Finals,2023-05-07,Wright M.,Newman R.,Rettenmaier T.,Deakin S.,2,0
2023 PPA OS1st North Carolina Open,Quarter Finals,2023-05-07,Bar D.,Dawson C.,Devilliers J.,Young D.,1,2
2023 PPA OS1st North Carolina Open,Quarter Finals,2023-05-07,Johnson J.,Frazier D.,Tellez P.,Staksrud F.,2,0
2023 PPA OS1st North Carolina Open,Quarter Finals,2023-05-07,Loong T.,Ignatowich J.,Rettenmaier T.,Deakin S.,1,2
2023 PPA OS1st North Carolina Open,Quarter Finals,2023-05-07,Wright M.,Newman R.,Arnold J.,Koller A.,2,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 16,2023-05-07,Dow G.,Scarpa A.,Brown M.,Vegas M.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 16,2023-05-07,Tchikatilov A.,Klinger C.,Stone W.,Patriquin H.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 16,2023-05-07,Garnett C.,Lane B.,Hewett R.,Alshon C.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 16,2023-05-07,Nemoff C.,Cassidy R.,Emmrich M.,Sobek W.,0,1
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Bar D.,Dawson C.,Garnett C.,Lane B.,2,0
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Tellez P.,Staksrud F.,Smith S.,Navratil Z.,2,0
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Johnson J.,Frazier D.,Nemoff C.,Cassidy R.,2,0
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Dobran J.,Roddy E.,Rettenmaier T.,Deakin S.,0,2
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Loong T.,Ignatowich J.,Dow G.,Scarpa A.,2,1
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Wright M.,Newman R.,Tchikatilov A.,Klinger C.,2,0
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Devilliers J.,Young D.,Hewett R.,Alshon C.,2,1
2023 PPA OS1st North Carolina Open,Round 16,2023-05-07,Arnold J.,Koller A.,Stone W.,Patriquin H.,2,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Dow G.,Scarpa A.,Andrews J.,Jakovljevic I.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Stone W.,Patriquin H.,Alhouni M.,Alhouni M.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Tchikatilov A.,Klinger C.,Brautman C.,LaMacchio A.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Hewett R.,Alshon C.,Irizarry E.,Kusmider J.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Garnett C.,Lane B.,Barlow M.,Bond G.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Smith S.,Navratil Z.,Emmrich M.,Sobek W.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Dobran J.,Roddy E.,Brown M.,Vegas M.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 32,2023-05-07,Nemoff C.,Cassidy R.,Vich J.,Tardio G.,1,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Hewett R.,Alshon C.,Brown M.,Vegas M.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Devilliers J.,Young D.,Hickman B.,Jauschneg E.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Garnett C.,Lane B.,Andrews J.,Jakovljevic I.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Bar D.,Dawson C.,Chassang D.,Crouch C.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Smith S.,Navratil Z.,Whittaker R.,Rahachou S.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Nemoff C.,Cassidy R.,Jones H.,Harris J.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Johnson J.,Frazier D.,Brautman C.,LaMacchio A.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Rettenmaier T.,Deakin S.,Irizarry E.,Kusmider J.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,McGuffin T.,Sock J.,Dobran J.,Roddy E.,0,2
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Dow G.,Scarpa A.,Barlow M.,Bond G.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Stone W.,Patriquin H.,Holder D.,Walker C.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Arnold J.,Koller A.,Emmrich M.,Sobek W.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Vich J.,Tardio G.,Tchikatilov A.,Klinger C.,0,2
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Wright M.,Newman R.,Stone J.,Demeny S.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Tellez P.,Staksrud F.,Alhouni M.,Alhouni M.,2,0
2023 PPA OS1st North Carolina Open,Round 32,2023-05-07,Loong T.,Ignatowich J.,Parks Z.,Lee E.,2,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Hickman B.,Jauschneg E.,Brown M.,Vegas M.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Chassang D.,Crouch C.,Andrews J.,Jakovljevic I.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Alhouni M.,Alhouni M.,Whittaker R.,Rahachou S.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Brautman C.,LaMacchio A.,Jones H.,Harris J.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,McGuffin T.,Sock J.,Irizarry E.,Kusmider J.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Emmrich M.,Sobek W.,Holder D.,Walker C.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Stone J.,Demeny S.,Vich J.,Tardio G.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Round 64,2023-05-07,Parks Z.,Lee E.,Barlow M.,Bond G.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Finals,2023-05-07,Loong T.,Ignatowich J.,Tellez P.,Staksrud F.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Semi-Finals,2023-05-07,Tellez P.,Staksrud F.,Bar D.,Dawson C.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Semi-Finals,2023-05-07,Arnold J.,Koller A.,Loong T.,Ignatowich J.,0,1
2023 PPA OS1st North Carolina Open,Consolation Bracket Quarter Finals,2023-05-07,Bar D.,Dawson C.,Dow G.,Scarpa A.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Quarter Finals,2023-05-07,Tellez P.,Staksrud F.,Tchikatilov A.,Klinger C.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Quarter Finals,2023-05-07,Loong T.,Ignatowich J.,Hewett R.,Alshon C.,1,0
2023 PPA OS1st North Carolina Open,Consolation Bracket Quarter Finals,2023-05-07,Arnold J.,Koller A.,Emmrich M.,Sobek W.,1,0
2023 PPA Acrytech Atlanta Open,Finals,2023-05-21,Johns C.,Johns B.,Wright M.,Newman R.,3,0
2023 PPA Acrytech Atlanta Open,Bronze Medal Match,2023-05-21,Johnson J.,Frazier D.,Tardio G.,Garnett C.,2,0
2023 PPA Acrytech Atlanta Open,Semi-Finals,2023-05-21,Wright M.,Newman R.,Tardio G.,Garnett C.,2,0
2023 PPA Acrytech Atlanta Open,Semi-Finals,2023-05-21,Johns C.,Johns B.,Johnson J.,Frazier D.,2,0
2023 PPA Acrytech Atlanta Open,Quarter Finals,2023-05-21,Johnson J.,Frazier D.,Patriquin H.,Smith S.,2,0
2023 PPA Acrytech Atlanta Open,Quarter Finals,2023-05-21,Johns C.,Johns B.,Young D.,Lange E.,2,1
2023 PPA Acrytech Atlanta Open,Quarter Finals,2023-05-21,Tardio G.,Garnett C.,Devilliers J.,Daescu A.,2,1
2023 PPA Acrytech Atlanta Open,Quarter Finals,2023-05-21,Wright M.,Newman R.,Rettenmaier T.,Arnold J.,2,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 16,2023-05-21,Hewett R.,Alshon C.,Bar D.,Dawson C.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 16,2023-05-21,Merchant A.,Gridley A.,Brown M.,Farias J.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 16,2023-05-21,Siljestrom A.,Emmrich M.,Tamanaha W.,Lohani A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 16,2023-05-21,Smith P.,Nunnery R.,Tellez P.,Staksrud F.,0,1
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Ignatowich J.,McGuffin T.,Devilliers J.,Daescu A.,1,2
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Tellez P.,Staksrud F.,Rettenmaier T.,Arnold J.,1,2
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Wright M.,Newman R.,Smith P.,Nunnery R.,2,0
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Bar D.,Dawson C.,Patriquin H.,Smith S.,1,2
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Johnson J.,Frazier D.,Hewett R.,Alshon C.,2,0
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Navratil Z.,Wilson T.,Young D.,Lange E.,1,2
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Johns C.,Johns B.,Merchant A.,Gridley A.,2,0
2023 PPA Acrytech Atlanta Open,Round 16,2023-05-21,Koller A.,Loong T.,Tardio G.,Garnett C.,1,2
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Bar D.,Dawson C.,Neumann A.,Kusmider J.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Hewett R.,Alshon C.,Jenkins J.,Forsythe E.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Merchant A.,Gridley A.,Dow G.,Scarpa A.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Ignatowich J.,McGuffin T.,Tamanaha W.,Lohani A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Koller A.,Loong T.,Siljestrom A.,Emmrich M.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Tellez P.,Staksrud F.,Loyd M.,Ge A.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Navratil Z.,Wilson T.,Brown M.,Farias J.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 32,2023-05-21,Smith P.,Nunnery R.,Long B.,Cincola J.,1,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Devilliers J.,Daescu A.,Neumann A.,Kusmider J.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Ignatowich J.,McGuffin T.,Barlow M.,Bond G.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Tardio G.,Garnett C.,Jenkins J.,Forsythe E.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Koller A.,Loong T.,Castleberry C.,Mullane T.,2,1
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Rettenmaier T.,Arnold J.,Seward K.,Venkatesan M.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Tellez P.,Staksrud F.,Brown M.,Farias J.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Smith P.,Nunnery R.,Dow G.,Scarpa A.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Wright M.,Newman R.,Haworth C.,Rahachou S.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Patriquin H.,Smith S.,Lui J.,Yaraghi A.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Bar D.,Dawson C.,Tamanaha W.,Lohani A.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Hewett R.,Alshon C.,Koszuta K.,Johnson C.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Johnson J.,Frazier D.,Siljestrom A.,Emmrich M.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Young D.,Lange E.,Goldberg J.,Locklear P.,2,1
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Navratil Z.,Wilson T.,Loyd M.,Ge A.,2,0
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Long B.,Cincola J.,Merchant A.,Gridley A.,0,2
2023 PPA Acrytech Atlanta Open,Round 32,2023-05-21,Johns C.,Johns B.,Halski L.,Bass S.,2,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Barlow M.,Bond G.,Neumann A.,Kusmider J.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Castleberry C.,Mullane T.,Jenkins J.,Forsythe E.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Haworth C.,Rahachou S.,Dow G.,Scarpa A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Tamanaha W.,Lohani A.,Lui J.,Yaraghi A.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Siljestrom A.,Emmrich M.,Koszuta K.,Johnson C.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Loyd M.,Ge A.,Goldberg J.,Locklear P.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Halski L.,Bass S.,Long B.,Cincola J.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Round 64,2023-05-21,Brown M.,Farias J.,Seward K.,Venkatesan M.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Finals,2023-05-21,Tellez P.,Staksrud F.,Devilliers J.,Daescu A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Semi-Finals,2023-05-21,Merchant A.,Gridley A.,Devilliers J.,Daescu A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Semi-Finals,2023-05-21,Tellez P.,Staksrud F.,Tamanaha W.,Lohani A.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Quarter Finals,2023-05-21,Devilliers J.,Daescu A.,Bar D.,Dawson C.,1,0
2023 PPA Acrytech Atlanta Open,Consolation Bracket Quarter Finals,2023-05-21,Rettenmaier T.,Arnold J.,Merchant A.,Gridley A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Quarter Finals,2023-05-21,Patriquin H.,Smith S.,Tamanaha W.,Lohani A.,0,1
2023 PPA Acrytech Atlanta Open,Consolation Bracket Quarter Finals,2023-05-21,Young D.,Lange E.,Tellez P.,Staksrud F.,0,1
2023 PPA Selkirk Texas Open,Finals,2023-06-04,Johns C.,Johns B.,Johnson J.,Frazier D.,3,0
2023 PPA Selkirk Texas Open,Bronze Medal Match,2023-06-04,Koller A.,Loong T.,Wright M.,Newman R.,0,2
2023 PPA Selkirk Texas Open,Semi-Finals,2023-06-04,Wright M.,Newman R.,Johnson J.,Frazier D.,0,2
2023 PPA Selkirk Texas Open,Semi-Finals,2023-06-04,Johns C.,Johns B.,Koller A.,Loong T.,2,0
2023 PPA Selkirk Texas Open,Quarter Finals,2023-06-04,Johnson J.,Frazier D.,Ignatowich J.,McGuffin T.,2,0
2023 PPA Selkirk Texas Open,Quarter Finals,2023-06-04,Wright M.,Newman R.,Patriquin H.,Smith S.,2,0
2023 PPA Selkirk Texas Open,Quarter Finals,2023-06-04,Koller A.,Loong T.,Devilliers J.,Rettenmaier T.,2,1
2023 PPA Selkirk Texas Open,Quarter Finals,2023-06-04,Johns C.,Johns B.,Tellez P.,Staksrud F.,2,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 16,2023-06-04,Newell B.,Tardio G.,Tamaki K.,Vich J.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 16,2023-06-04,Cincola J.,Stone W.,Bar D.,Dawson C.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 16,2023-06-04,Deakin S.,Scarpa A.,Auvergne S.,De La Rosa D.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 16,2023-06-04,Garnett C.,Teoni P.,Brown M.,Lane B.,1,0
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Johnson J.,Frazier D.,Johnson H.,Johnson Y.,2,0
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Arnold J.,Young D.,Patriquin H.,Smith S.,1,2
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Wright M.,Newman R.,Garnett C.,Teoni P.,2,0
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Devilliers J.,Rettenmaier T.,Blaszkewycz E.,Bond G.,2,0
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Koller A.,Loong T.,Locklear P.,Goldberg J.,2,0
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Bar D.,Dawson C.,Tellez P.,Staksrud F.,0,2
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Ignatowich J.,McGuffin T.,Auvergne S.,De La Rosa D.,2,0
2023 PPA Selkirk Texas Open,Round 16,2023-06-04,Johns C.,Johns B.,Cincola J.,Stone W.,2,0
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Blaszkewycz E.,Bond G.,Tamaki K.,Vich J.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Locklear P.,Goldberg J.,Newell B.,Tardio G.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Bar D.,Dawson C.,Kawka P.,Finley R.,1,0
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Cincola J.,Stone W.,Munro J.,Laura C.,1,0
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Auvergne S.,De La Rosa D.,Weinbach D.,Morariu M.,1,0
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Johnson H.,Johnson Y.,Deakin S.,Scarpa A.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Arnold J.,Young D.,Brown M.,Lane B.,0,1
2023 PPA Selkirk Texas Open,Consolation Bracket Round 32,2023-06-04,Garnett C.,Teoni P.,Koszuta K.,Johnson C.,1,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Smith P.,Hewett R.,Auvergne S.,De La Rosa D.,0,2
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Ignatowich J.,McGuffin T.,Tamaki K.,Vich J.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Newell B.,Tardio G.,Johnson H.,Johnson Y.,0,2
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Johnson J.,Frazier D.,Alvarez J.,Irizarry E.,2,1
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Patriquin H.,Smith S.,Read A.,Venkatesan M.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Arnold J.,Young D.,Kawka P.,Finley R.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Garnett C.,Teoni P.,Barrientos M.,Whitehead G.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Wright M.,Newman R.,Munro J.,Laura C.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Devilliers J.,Rettenmaier T.,Whittaker R.,Rahachou S.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Deakin S.,Scarpa A.,Locklear P.,Goldberg J.,1,2
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Koller A.,Loong T.,Hutchins R.,Pailet E.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Tellez P.,Staksrud F.,Jakovljevic I.,Trinh T.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Bar D.,Dawson C.,Brown M.,Lane B.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Johns C.,Johns B.,Haworth C.,Hammond B.,2,0
2023 PPA Selkirk Texas Open,Round 32,2023-06-04,Blaszkewycz E.,Bond G.,Weinbach D.,Morariu M.,2,0
